"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Education.level"	"Residence"	"Region"	"Wealth.quintle"	"Value"	"Number.of.persons"
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Nyanza"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Nyanza"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Nyanza"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Nyanza"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Nyanza"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Rift Valley"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Rift Valley"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Rift Valley"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Rift Valley"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Rift Valley"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Rift Valley"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Total"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Total"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Total"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Total"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Total"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Total"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Western"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Western"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Western"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Western"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Western"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Total"	"Western"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Central"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Central"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Central"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Central"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Central"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Central"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Coast"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Coast"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Coast"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Coast"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Coast"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Coast"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Eastern"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Eastern"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Eastern"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Eastern"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Eastern"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Eastern"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nairobi"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nairobi"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nairobi"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nairobi"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nairobi"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nairobi"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"North Eastern"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"North Eastern"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"North Eastern"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"North Eastern"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"North Eastern"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"North Eastern"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nyanza"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nyanza"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nyanza"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nyanza"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nyanza"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Nyanza"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Rift Valley"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Rift Valley"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Rift Valley"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Rift Valley"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Rift Valley"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Rift Valley"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Total"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Total"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Total"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Total"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Total"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Total"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Western"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Western"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Western"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Western"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Western"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"Completed secondary"	"Urban"	"Western"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Central"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Central"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Central"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Central"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Central"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Central"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Coast"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Coast"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Coast"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Coast"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Coast"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Coast"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Eastern"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Eastern"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Eastern"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Eastern"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Eastern"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Eastern"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nairobi"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nairobi"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nairobi"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nairobi"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nairobi"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nairobi"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"North Eastern"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"North Eastern"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"North Eastern"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"North Eastern"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"North Eastern"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"North Eastern"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nyanza"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nyanza"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nyanza"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nyanza"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nyanza"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Nyanza"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Rift Valley"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Rift Valley"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Rift Valley"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Rift Valley"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Rift Valley"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Rift Valley"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Total"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Total"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Total"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Total"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Total"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Total"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Western"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Western"	"Highest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Western"	"Lowest"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Western"	"Middle"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Western"	"Second"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Rural"	"Western"	"Total"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Central"	"Fourth"		
"Table 2.13.2 Educational attainment of the male household population"	"Percent distribution of the de facto household population age six and over by highest level of schooling attended or completed"	"percent"	"2014"	"6+"	"Male"	"More than secondary"	"Total"	"Central"	"Highest"		
