"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Value"	"Number.of.children"
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nyanza"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Rift Valley"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Total"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Western"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Western"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Western"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Western"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Western"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Western"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Central"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Central"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Central"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Central"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Central"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Central"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Coast"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Coast"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Coast"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Coast"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Coast"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Coast"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nairobi"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nairobi"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nairobi"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nairobi"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nairobi"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nairobi"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"North Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"North Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"North Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"North Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"North Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"North Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nyanza"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nyanza"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nyanza"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nyanza"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nyanza"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Nyanza"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Rift Valley"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Rift Valley"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Rift Valley"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Rift Valley"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Rift Valley"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Rift Valley"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Total"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Total"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Total"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Total"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Total"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Total"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Western"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Western"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Western"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Western"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Western"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Total"	"Western"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Central"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Central"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Central"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Central"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Central"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Central"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Coast"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Coast"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Coast"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Coast"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Coast"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Coast"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Nairobi"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Nairobi"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Nairobi"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Nairobi"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Nairobi"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Nairobi"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"North Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"North Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"North Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"North Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"North Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"North Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"2-4"	"Total"	"Urban"	"Nyanza"	"Fourth"		
