"TableTitle"	"Variable"	"Units"	"Year"	"Residence"	"Region"	"Wealth.quintle"	"Food.consumption.score.group"	"Value"	"Number.of.households.with.valid.food.consumption.score"
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Western"	"Total"	"Total"		
