"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Possession.of.birth.certificate"	"Value"	"Number.of.children"
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Nyanza"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Rift Valley"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Total"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Male"	"Urban"	"Western"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Central"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Coast"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Eastern"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"Nairobi"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Total"	"Rural"	"North Eastern"	"Middle"	"Yes"		
