"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Education.level"	"Residence"	"Region"	"Wealth.quintle"	"Value"
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"North Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"North Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Rift Valley"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Rift Valley"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Total"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Total"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Total"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Total"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Total"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Total"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Western"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Western"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Total"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Central"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Central"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Coast"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Coast"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Coast"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"North Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"North Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Rift Valley"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Rift Valley"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Total"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Total"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Total"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Total"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Total"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Total"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Western"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Western"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Primary"	"Urban"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Central"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Central"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Coast"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Coast"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Coast"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"North Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"North Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Rift Valley"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Rift Valley"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Total"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Total"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Total"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Total"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Total"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Total"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Western"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Western"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Rural"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Total"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Total"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Total"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Total"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"6-13"	"Total"	"Secondary"	"Total"	"Central"	"Second"	
